,California,Florida,New York,Texas,Alabama,Illinois,Arizona,Georgia,South Carolina,Washington,Colorado,Michigan,Louisiana,Idaho,Wyoming,Ohio,New Jersey,Wisconsin,North Carolina,Tennessee,South Dakota,Alaska,Oregon,Indiana,Maryland,Arkansas,the District of Columbia,Massachusetts,Missouri,Nevada,Virginia,Utah,Maine,Pennsylvania,West Virginia,New Hampshire,Iowa,Connecticut,Rhode Island,Mississippi,Vermont,Oklahoma,New Mexico,Montana,Minnesota,Hawaii,Kentucky,North Dakota,Delaware,Kansas,Nebraska
1956-01-01,13713.0,4047.0,16112.0,8830.0,3071.0,9530.0,1053.0,3701.0,2229.0,2668.0,1625.0,7467.0,3032.0,628.0,312.0,9207.0,5615.0,3742.0,4309.0,3415.0,670.0,224.0,1698.0,4458.0,2811.0,1704.0,759.0,4891.0,4163.0,250.0,3722.0,809.0,938.0,10972.0,1857.0,566.0,2703.0,2316.0,840.0,2086.0,377.0,2273.0,806.0,656.0,3240.0,559.0,2898.0,613.0,408.0,2119.0,1397.0
1957-01-01,14264.0,4372.0,16374.0,9070.0,3109.0,9668.0,1125.0,3766.0,2274.0,2724.0,1664.0,7569.0,3115.0,642.0,314.0,9410.0,5737.0,3791.0,4368.0,3434.0,666.0,231.0,1712.0,4529.0,2873.0,1733.0,763.0,4929.0,4189.0,260.0,3844.0,826.0,943.0,10954.0,1843.0,572.0,2716.0,2359.0,851.0,2088.0,376.0,2282.0,847.0,667.0,3274.0,584.0,2928.0,612.0,426.0,2128.0,1394.0
1958-01-01,14880.0,4630.0,16601.0,9252.0,3163.0,9886.0,1193.0,3804.0,2304.0,2773.0,1667.0,7667.0,3155.0,646.0,315.0,9599.0,5890.0,3843.0,4376.0,3471.0,656.0,224.0,1718.0,4583.0,2982.0,1726.0,757.0,5010.0,4186.0,269.0,3914.0,845.0,944.0,11058.0,1845.0,581.0,2708.0,2446.0,858.0,2086.0,380.0,2267.0,886.0,666.0,3313.0,605.0,2961.0,606.0,433.0,2142.0,1383.0
1959-01-01,15467.0,4808.0,16685.0,9405.0,3204.0,9986.0,1261.0,3868.0,2348.0,2821.0,1710.0,7767.0,3208.0,657.0,320.0,9671.0,6015.0,3891.0,4458.0,3522.0,667.0,224.0,1746.0,4613.0,3066.0,1756.0,761.0,5117.0,4258.0,279.0,3951.0,870.0,957.0,11234.0,1855.0,596.0,2729.0,2523.0,857.0,2138.0,387.0,2289.0,919.0,669.0,3366.0,622.0,2999.0,618.0,441.0,2160.0,1397.0
1960-01-01,15870.0,5004.0,16838.0,9624.0,3274.0,10086.0,1321.0,3956.0,2392.0,2855.0,1769.0,7834.0,3260.0,671.0,331.0,9734.0,6103.0,3962.0,4573.0,3575.0,683.0,229.0,1772.0,4674.0,3113.0,1789.0,765.0,5160.0,4326.0,291.0,3986.0,900.0,975.0,11329.0,1853.0,609.0,2756.0,2544.0,855.0,2182.0,389.0,2336.0,954.0,679.0,3425.0,642.0,3041.0,634.0,449.0,2183.0,1417.0
1961-01-01,16497.0,5243.0,17061.0,9820.0,3316.0,10130.0,1407.0,4015.0,2409.0,2882.0,1844.0,7893.0,3287.0,684.0,337.0,9854.0,6265.0,4009.0,4663.0,3622.0,693.0,238.0,1787.0,4730.0,3176.0,1806.0,778.0,5219.0,4349.0,315.0,4095.0,936.0,995.0,11392.0,1828.0,618.0,2756.0,2586.0,858.0,2206.0,390.0,2380.0,965.0,696.0,3470.0,659.0,3054.0,641.0,461.0,2215.0,1446.0
1962-01-01,17072.0,5458.0,17301.0,10053.0,3323.0,10280.0,1471.0,4086.0,2423.0,2942.0,1899.0,7933.0,3345.0,692.0,333.0,9929.0,6376.0,4049.0,4707.0,3673.0,705.0,246.0,1818.0,4736.0,3263.0,1853.0,788.0,5263.0,4357.0,352.0,4180.0,958.0,994.0,11355.0,1809.0,632.0,2750.0,2647.0,871.0,2243.0,393.0,2427.0,979.0,698.0,3513.0,684.0,3079.0,637.0,469.0,2231.0,1464.0
1963-01-01,17668.0,5628.0,17461.0,10159.0,3358.0,10402.0,1521.0,4172.0,2460.0,2955.0,1936.0,8058.0,3377.0,683.0,336.0,9986.0,6531.0,4112.0,4742.0,3718.0,708.0,256.0,1853.0,4799.0,3386.0,1875.0,798.0,5344.0,4392.0,397.0,4276.0,974.0,993.0,11424.0,1796.0,649.0,2747.0,2727.0,876.0,2244.0,397.0,2439.0,989.0,703.0,3531.0,682.0,3096.0,644.0,483.0,2217.0,1476.0
1964-01-01,18151.0,5781.0,17589.0,10270.0,3395.0,10580.0,1556.0,4258.0,2475.0,2961.0,1970.0,8187.0,3446.0,680.0,339.0,10080.0,6660.0,4165.0,4802.0,3771.0,701.0,263.0,1888.0,4856.0,3492.0,1897.0,798.0,5448.0,4442.0,426.0,4357.0,978.0,993.0,11519.0,1797.0,663.0,2746.0,2798.0,885.0,2241.0,399.0,2446.0,1006.0,706.0,3558.0,700.0,3129.0,649.0,497.0,2209.0,1482.0
1965-01-01,18585.0,5954.0,17734.0,10378.0,3443.0,10693.0,1584.0,4332.0,2494.0,2967.0,1985.0,8357.0,3496.0,686.0,332.0,10201.0,6767.0,4232.0,4863.0,3798.0,692.0,271.0,1937.0,4922.0,3600.0,1894.0,797.0,5502.0,4467.0,444.0,4411.0,994.0,997.0,11620.0,1786.0,676.0,2742.0,2857.0,893.0,2246.0,404.0,2440.0,1012.0,706.0,3592.0,704.0,3140.0,649.0,507.0,2206.0,1471.0
1966-01-01,18858.0,6104.0,17843.0,10492.0,3464.0,10836.0,1614.0,4379.0,2520.0,3057.0,2007.0,8512.0,3550.0,689.0,323.0,10330.0,6851.0,4274.0,4896.0,3822.0,683.0,271.0,1969.0,4999.0,3695.0,1899.0,791.0,5535.0,4523.0,446.0,4456.0,1009.0,999.0,11664.0,1775.0,681.0,2762.0,2903.0,899.0,2245.0,413.0,2454.0,1007.0,707.0,3617.0,710.0,3147.0,647.0,516.0,2200.0,1456.0
1967-01-01,19176.0,6242.0,17935.0,10599.0,3458.0,10947.0,1646.0,4408.0,2533.0,3174.0,2053.0,8630.0,3581.0,688.0,322.0,10414.0,6928.0,4303.0,4952.0,3859.0,671.0,278.0,1979.0,5053.0,3757.0,1901.0,791.0,5594.0,4539.0,449.0,4508.0,1019.0,1004.0,11681.0,1769.0,697.0,2793.0,2935.0,909.0,2228.0,423.0,2489.0,1000.0,701.0,3659.0,723.0,3172.0,626.0,525.0,2197.0,1457.0
1968-01-01,19394.0,6433.0,18051.0,10819.0,3446.0,10995.0,1682.0,4482.0,2559.0,3270.0,2120.0,8696.0,3603.0,695.0,324.0,10516.0,7005.0,4345.0,5004.0,3878.0,669.0,285.0,2004.0,5093.0,3815.0,1902.0,778.0,5618.0,4568.0,464.0,4558.0,1029.0,994.0,11741.0,1763.0,709.0,2803.0,2964.0,922.0,2219.0,430.0,2503.0,994.0,700.0,3703.0,734.0,3195.0,621.0,534.0,2216.0,1467.0
1969-01-01,19711.0,6641.0,18105.0,11045.0,3440.0,11039.0,1737.0,4551.0,2570.0,3343.0,2166.0,8781.0,3619.0,707.0,329.0,10563.0,7095.0,4378.0,5031.0,3897.0,668.0,296.0,2062.0,5143.0,3868.0,1913.0,762.0,5650.0,4640.0,480.0,4614.0,1047.0,992.0,11741.0,1746.0,724.0,2805.0,3000.0,932.0,2220.0,437.0,2535.0,1011.0,694.0,3758.0,750.0,3198.0,621.0,540.0,2236.0,1474.0
1970-01-01,19971.069,6791.418,18241.391,11198.655,3444.354,11110.285,1775.399,4587.93,2590.713,3413.244,2209.596,8881.826,3644.637,713.015,332.416,10657.423,7171.112,4417.821,5084.411,3926.018,666.257,302.583,2091.533,5195.392,3923.897,1923.322,756.668,5689.17,4677.623,488.738,4651.448,1059.273,993.722,11800.766,1744.237,737.681,2825.368,3032.217,949.723,2216.994,444.732,2559.463,1017.055,694.409,3806.103,769.913,3220.711,617.792,548.104,2249.071,1485.333
1971-01-01,20345.939,7158.304,18357.982,11509.848,3497.076,11202.397,1895.814,4711.55,2662.269,3447.553,2303.524,8974.186,3710.487,738.753,340.285,10734.818,7281.107,4462.155,5203.531,4013.608,671.297,315.51,2151.022,5253.396,4018.324,1972.312,749.781,5737.58,4725.764,520.018,4750.838,1101.192,1015.39,11886.4,1770.657,761.851,2851.705,3060.938,963.107,2265.432,454.318,2618.601,1053.737,710.814,3853.486,801.644,3298.053,626.76,564.708,2246.6,1504.604
1972-01-01,20585.469,7511.463,18339.4,11759.148,3539.4,11251.948,2008.291,4809.49,2719.197,3447.885,2404.619,9028.944,3761.646,763.237,347.345,10746.993,7335.042,4502.412,5301.15,4094.611,677.234,324.464,2197.297,5302.435,4073.499,2018.638,742.241,5760.302,4758.78,546.789,4824.472,1135.449,1034.292,11908.233,1797.648,781.107,2860.287,3068.699,974.79,2307.117,463.143,2658.646,1078.697,718.732,3869.747,828.331,3335.728,631.119,572.913,2256.375,1519.013
1973-01-01,20868.728,7913.696,18177.063,12019.543,3579.78,11251.367,2124.438,4910.374,2776.605,3478.782,2495.868,9077.956,3788.375,782.074,354.061,10767.314,7333.083,4524.244,5389.852,4147.401,678.715,330.543,2241.932,5338.277,4097.974,2059.256,731.488,5781.172,4782.645,568.991,4901.292,1170.04,1045.655,11890.527,1806.36,800.951,2863.715,3067.814,975.738,2349.546,468.43,2695.931,1105.529,726.798,3889.332,851.595,3371.024,632.675,577.759,2265.603,1529.567
1974-01-01,21173.865,8298.762,18049.775,12268.629,3626.499,11262.145,2223.196,4999.419,2844.749,3549.946,2541.406,9117.507,3820.109,807.99,365.501,10765.759,7332.411,4545.782,5470.911,4213.509,679.585,341.063,2285.013,5361.89,4118.815,2101.403,717.947,5773.548,4795.93,596.822,4971.069,1200.471,1059.04,11870.884,1815.447,815.914,2867.53,3074.047,950.615,2378.268,473.002,2734.768,1131.309,736.419,3903.925,867.978,3416.315,634.559,581.418,2269.499,1539.191
1975-01-01,21537.849,8518.422,18003.485,12568.843,3678.814,11291.743,2284.847,5064.075,2902.028,3621.339,2586.192,9117.668,3886.104,831.982,381.695,10770.425,7337.765,4578.986,5547.188,4275.566,681.042,376.17,2329.661,5365.766,4139.096,2159.526,706.871,5757.756,4808.308,619.972,5047.395,1236.03,1071.995,11906.095,1842.25,828.555,2880.847,3082.5,942.788,2399.449,479.713,2774.683,1159.944,748.208,3932.515,886.16,3467.769,638.886,586.589,2280.578,1543.117
1976-01-01,21935.909,8667.379,17940.541,12904.089,3735.139,11342.853,2346.157,5132.812,2943.657,3693.61,2632.306,9129.205,3950.605,856.983,396.952,10752.662,7339.745,4595.904,5607.964,4346.928,686.39,400.969,2378.262,5389.088,4150.539,2170.161,692.295,5743.672,4839.029,646.975,5121.863,1274.928,1088.412,11897.378,1879.503,845.248,2903.082,3083.335,946.089,2429.756,484.928,2826.815,1189.295,757.317,3964.68,904.191,3529.257,645.797,590.166,2301.001,1550.911
1977-01-01,22352.396,8856.183,17812.602,13193.05,3780.403,11386.316,2425.197,5219.697,2991.681,3776.05,2696.14,9171.11,4014.459,883.469,413.354,10771.394,7337.169,4626.514,5685.607,4422.921,688.48,403.436,2446.673,5425.638,4169.595,2209.01,677.228,5738.199,4863.173,678.333,5193.112,1319.512,1103.578,11893.591,1908.088,869.763,2913.573,3085.722,950.23,2459.201,491.931,2870.014,1215.72,769.953,3989.364,918.259,3573.693,649.769,591.829,2320.647,1556.842
1978-01-01,22835.958,9102.032,17680.589,13500.429,3831.836,11412.561,2515.316,5295.751,3044.364,3889.073,2766.748,9217.761,4068.579,910.69,432.88,10795.581,7350.804,4646.108,5759.492,4486.314,688.58,404.766,2518.298,5470.214,4183.603,2243.127,665.052,5736.469,4889.399,719.436,5270.24,1367.51,1113.566,11879.396,1923.395,891.52,2918.069,3091.627,951.816,2487.816,498.109,2917.336,1238.034,782.317,4015.341,931.584,3609.976,651.301,594.776,2335.657,1563.884
1979-01-01,23256.88,9426.159,17583.838,13888.371,3866.248,11396.837,2635.571,5401.384,3090.267,4017.632,2849.234,9266.268,4137.665,932.627,454.378,10798.298,7366.512,4682.811,5823.491,4560.473,688.335,402.753,2588.012,5501.174,4191.16,2271.333,650.016,5738.404,4912.43,765.367,5307.945,1420.238,1122.563,11887.975,1942.146,909.074,2915.739,3095.917,950.382,2507.069,505.372,2975.31,1284.722,787.305,4050.316,953.306,3641.804,652.896,594.984,2350.906,1567.344
1980-01-01,23800.8,9839.835,17566.754,14338.208,3900.368,11434.702,2737.774,5486.174,3134.502,4154.678,2908.803,9255.553,4223.101,947.983,474.185,10800.65,7376.33,4712.045,5898.98,4600.252,690.851,405.315,2641.218,5490.721,4227.643,2288.738,638.284,5746.075,4921.966,810.215,5368.334,1472.595,1126.86,11868.305,1951.349,924.25,2914.018,3113.174,948.773,2525.342,512.524,3040.758,1309.4,788.752,4085.017,967.71,3664.221,654.38,594.919,2369.039,1572.296
1981-01-01,24285.933,10192.774,17567.734,14746.318,3918.531,11443.458,2810.107,5568.345,3179.255,4235.731,2977.898,9209.287,4283.303,962.204,491.712,10788.33,7407.472,4726.343,5956.653,4627.658,689.584,418.491,2667.982,5480.435,4261.905,2293.201,636.893,5768.685,4932.064,847.655,5444.097,1515.471,1133.033,11858.567,1954.124,936.621,2907.983,3128.836,953.013,2539.036,515.594,3096.164,1332.748,795.328,4111.728,978.195,3670.394,659.505,595.975,2384.849,1578.515
1982-01-01,24820.009,10471.407,17589.738,15331.415,3925.266,11423.412,2889.861,5649.792,3207.614,4276.552,3061.564,9115.198,4352.608,973.721,506.4,10757.087,7430.968,4728.87,6019.101,4646.041,690.597,449.606,2664.922,5467.922,4282.923,2294.257,634.174,5771.222,4929.451,881.537,5492.783,1558.314,1136.684,11845.146,1949.604,947.719,2888.189,3139.013,954.17,2556.777,519.109,3206.123,1363.823,803.986,4131.45,993.78,3683.445,668.972,599.148,2401.202,1581.78
1983-01-01,25360.026,10749.851,17686.905,15751.676,3934.102,11408.818,2968.925,5728.25,3234.066,4300.266,3133.63,9047.754,4395.316,981.869,510.345,10737.632,7467.785,4721.438,6077.056,4659.749,693.008,488.417,2653.066,5450.395,4313.327,2305.761,632.433,5799.407,4943.733,901.977,5564.657,1594.943,1144.772,11837.723,1945.061,958.134,2870.543,3162.354,956.382,2567.717,523.302,3290.402,1394.361,814.031,4141.456,1012.717,3694.484,676.688,605.458,2415.531,1584.293
1984-01-01,25844.393,11039.925,17745.684,16007.086,3951.82,11412.132,3067.135,5834.954,3271.868,4343.656,3169.992,9049.452,4400.477,990.839,504.896,10737.746,7515.473,4735.563,6164.006,4686.737,697.249,513.702,2666.588,5458.322,4365.243,2319.768,633.382,5840.773,4975.278,924.922,5643.87,1622.342,1155.635,11815.172,1927.697,976.864,2858.618,3180.014,961.894,2578.051,526.66,3285.533,1416.717,820.905,4157.706,1027.922,3695.453,680.497,611.565,2424.086,1588.639
1985-01-01,26441.109,11351.118,17791.672,16272.734,3972.523,11399.806,3183.538,5962.661,3303.209,4400.098,3208.723,9076.293,4408.118,994.051,499.695,10734.926,7565.528,4747.767,6253.954,4715.296,698.402,532.495,2672.652,5459.211,4413.071,2327.046,634.549,5880.733,5000.268,951.03,5715.153,1642.91,1162.936,11770.862,1906.831,996.753,2829.684,3201.131,968.955,2588.102,530.035,3271.332,1438.361,822.32,4184.302,1039.698,3694.826,676.98,618.28,2427.405,1584.664
1986-01-01,27102.237,11667.505,17833.419,16561.113,3991.569,11387.257,3308.262,6084.666,3342.758,4452.72,3237.45,9127.775,4406.919,990.224,495.633,10730.268,7622.159,4755.618,6321.578,4738.708,696.034,544.268,2683.528,5454.108,4486.957,2331.984,638.269,5902.678,5023.068,980.613,5811.7,1662.834,1170.126,11782.752,1882.35,1025.053,2791.97,3223.74,977.341,2593.597,534.066,3252.735,1462.729,813.739,4205.212,1051.762,3687.809,669.512,627.559,2432.619,1574.333
1987-01-01,27777.158,11997.283,17868.848,16621.791,4015.264,11391.178,3437.103,6208.467,3380.506,4531.901,3260.48,9187.481,4344.148,984.997,476.965,10760.09,7670.742,4777.919,6403.7,4782.927,696.036,539.309,2700.991,5473.012,4565.557,2342.355,636.93,5935.204,5056.696,1023.376,5932.268,1678.119,1184.574,11810.866,1857.585,1054.289,2767.011,3247.291,989.604,2588.545,540.267,3210.122,1478.52,805.063,4235.136,1067.918,3683.329,661.136,636.947,2445.367,1566.547
1988-01-01,28464.249,12306.395,17941.309,16667.022,4023.844,11390.183,3535.183,6316.142,3412.096,4639.893,3262.281,9217.998,4288.863,985.664,465.101,10798.552,7712.333,4822.388,6480.594,4822.437,698.165,541.983,2741.297,5491.735,4657.904,2342.656,630.432,5979.982,5081.736,1075.022,6036.909,1689.372,1203.84,11845.752,1830.215,1082.577,2768.388,3271.953,996.408,2580.352,549.763,3167.057,1490.337,800.202,4296.166,1079.828,3679.999,655.331,647.622,2461.996,1571.477
1989-01-01,29218.164,12637.715,17983.086,16806.735,4030.222,11409.782,3622.185,6411.099,3456.775,4746.316,3275.818,9253.295,4252.894,994.416,458.374,10829.217,7726.089,4856.574,6565.459,4854.444,696.701,547.159,2790.575,5523.693,4727.301,2346.358,624.168,6015.478,5095.83,1137.382,6120.246,1705.864,1219.961,11865.996,1806.568,1104.522,2770.592,3283.403,1000.666,2574.269,557.707,3150.307,1503.901,799.636,4338.057,1094.588,3677.306,646.351,658.273,2472.849,1574.864
1990-01-01,29950.111,13018.365,18002.855,17044.714,4048.508,11446.979,3679.056,6506.531,3499.064,4900.78,3303.862,9310.462,4219.179,1011.882,453.401,10861.837,7757.158,4902.265,6656.987,4890.626,696.667,553.12,2858.547,5555.097,4797.431,2354.343,603.814,6018.664,5126.37,1218.629,6213.526,1729.722,1231.296,11895.604,1792.481,1111.831,2779.769,3289.056,1004.649,2577.426,564.526,3147.105,1519.933,799.824,4387.283,1112.703,3692.584,637.364,669.063,2480.683,1580.664
1991-01-01,30414.114,13289.497,18029.532,17339.904,4091.025,11535.973,3762.394,6621.279,3559.47,5013.443,3367.567,9395.022,4240.95,1038.915,457.739,10933.683,7784.269,4952.675,6748.135,4946.886,701.445,569.273,2918.745,5602.062,4856.176,2370.666,593.239,5998.652,5157.77,1285.046,6283.853,1771.941,1235.439,11943.16,1798.212,1107.055,2791.227,3288.64,1003.99,2591.23,567.141,3166.471,1547.115,807.837,4427.429,1131.412,3714.686,634.199,680.495,2495.209,1590.805
1992-01-01,30875.92,13504.775,18082.032,17650.479,4139.269,11635.197,3867.333,6759.474,3600.576,5139.011,3459.995,9470.323,4270.849,1066.49,463.491,11007.609,7827.77,5004.636,6831.85,5013.999,708.698,587.073,2973.934,5648.649,4902.545,2394.098,584.183,5993.474,5193.686,1330.694,6383.315,1821.498,1235.748,11980.819,1805.462,1112.766,2806.923,3274.997,1000.571,2610.193,570.115,3204.174,1580.75,822.436,4471.503,1149.926,3756.358,635.427,690.158,2526.042,1602.406
1993-01-01,31147.208,13713.593,18140.894,17996.764,4193.114,11725.984,3993.39,6894.092,3634.507,5247.704,3560.884,9529.24,4284.749,1101.204,469.033,11070.385,7874.891,5055.318,6947.412,5085.666,716.258,596.993,3034.49,5701.965,4942.504,2423.743,576.358,6010.884,5237.757,1380.197,6464.795,1875.993,1238.256,12022.128,1816.179,1122.191,2820.525,3272.325,997.852,2635.574,574.004,3228.829,1614.937,839.876,4521.709,1161.508,3792.288,637.229,699.475,2547.605,1612.149
1994-01-01,31317.179,13961.798,18156.652,18338.319,4232.965,11804.986,4147.561,7045.9,3666.456,5334.896,3653.91,9584.481,4306.5,1135.459,474.982,11111.451,7918.796,5095.504,7060.959,5163.016,723.038,600.624,3087.142,5745.626,4985.411,2450.605,564.982,6031.352,5281.206,1456.388,6536.771,1930.436,1237.687,12042.545,1818.49,1133.054,2829.422,3268.346,993.412,2663.45,578.9,3246.119,1653.329,854.923,4566.028,1173.903,3823.215,639.762,708.416,2569.118,1621.551
1995-01-01,31493.525,14185.403,18150.928,18679.706,4262.731,11884.935,4306.908,7188.538,3699.943,5431.024,3738.061,9659.871,4327.978,1165.0,478.447,11155.493,7965.523,5137.004,7185.403,5241.168,728.251,601.345,3141.421,5791.819,5023.65,2480.121,551.273,6062.335,5324.61,1525.777,6601.392,1976.774,1237.438,12044.78,1820.56,1145.604,2840.86,3265.293,989.203,2690.788,582.827,3265.547,1682.417,868.522,4605.445,1180.49,3855.248,641.548,718.265,2586.942,1635.142
1996-01-01,31780.829,14426.911,18143.805,19006.24,4290.403,11953.003,4432.308,7332.225,3738.974,5509.963,3812.716,9739.184,4338.763,1187.706,480.085,11187.032,8009.624,5173.828,7307.658,5313.576,730.699,604.918,3195.087,5834.908,5057.142,2504.858,538.273,6085.393,5367.888,1596.476,6665.491,2022.253,1241.436,12038.008,1818.983,1160.768,2848.473,3267.03,987.858,2709.925,586.352,3289.634,1706.151,876.656,4647.723,1184.434,3881.051,642.858,727.09,2598.266,1647.657
1997-01-01,32217.708,14683.35,18143.184,19355.427,4320.281,12011.509,4552.207,7486.094,3790.066,5604.105,3891.293,9785.45,4351.39,1210.638,480.031,11212.498,8054.178,5200.235,7428.672,5378.433,730.855,608.846,3243.254,5872.37,5092.914,2524.007,528.752,6115.476,5407.113,1675.581,6732.878,2065.397,1245.215,12015.888,1815.588,1173.239,2854.396,3268.514,986.966,2731.826,588.665,3314.259,1722.939,878.706,4687.726,1189.322,3907.816,640.945,735.024,2616.339,1656.042
1998-01-01,32682.794,14908.23,18159.175,19712.389,4351.037,12069.774,4667.277,7636.522,3839.578,5687.832,3968.967,9820.231,4362.758,1230.923,480.045,11237.752,8095.542,5222.124,7545.828,5432.679,730.789,615.205,3282.055,5907.617,5130.072,2538.202,521.426,6144.407,5437.562,1743.772,6789.225,2100.562,1247.554,12002.329,1811.688,1185.823,2861.025,3272.563,987.704,2751.335,590.579,3339.478,1733.535,879.533,4726.411,1190.472,3934.31,637.808,744.066,2638.667,1660.772
1999-01-01,33145.121,15111.244,18196.601,20044.141,4369.862,12128.37,4778.332,7788.24,3885.736,5756.361,4056.133,9863.775,4372.035,1251.7,479.602,11256.654,8143.412,5250.446,7650.789,5483.535,733.133,619.5,3316.154,5942.901,5171.634,2551.373,519.0,6175.169,5468.338,1809.253,6872.912,2129.836,1253.04,11994.016,1806.928,1201.134,2869.413,3282.031,990.819,2768.619,593.74,3358.044,1739.844,882.779,4775.508,1185.497,3960.825,633.666,753.538,2654.052,1666.028
2000-01-01,33987.977,16047.515,19001.78,20944.499,4452.173,12434.161,5160.586,8227.303,4024.223,5910.512,4326.921,9952.45,4471.885,1299.43,494.3,11363.543,8430.621,5373.999,8081.614,5703.719,755.844,627.963,3429.708,6091.866,5311.034,2678.588,572.046,6361.104,5607.285,2018.741,7105.817,2244.502,1277.072,12284.173,1807.021,1239.882,2929.067,3411.777,1050.268,2848.353,609.618,3454.365,1821.204,903.773,4933.692,1213.519,4049.021,642.023,786.373,2693.681,1713.82
2001-01-01,34479.458,16356.966,19082.838,21319.622,4467.634,12488.445,5273.477,8377.038,4064.995,5985.722,4425.687,9991.12,4477.875,1319.962,494.657,11387.404,8492.671,5406.835,8210.122,5750.789,757.972,633.714,3467.937,6127.76,5374.691,2691.571,574.504,6397.634,5641.142,2098.399,7198.362,2283.715,1285.692,12298.97,1801.481,1255.517,2931.997,3432.835,1057.142,2852.994,612.223,3467.1,1831.69,906.961,4982.796,1225.948,4068.132,639.062,795.699,2702.162,1719.836
2002-01-01,34871.843,16689.37,19137.8,21690.325,4480.089,12525.556,5396.255,8508.256,4107.795,6052.349,4490.406,10015.71,4497.267,1340.372,500.017,11407.889,8552.643,5445.162,8326.201,5795.918,760.02,642.337,3513.424,6155.967,5440.389,2705.927,573.158,6417.206,5674.825,2173.791,7286.873,2324.815,1295.96,12331.031,1805.414,1269.089,2934.234,3458.749,1065.995,2858.681,615.442,3489.08,1855.309,911.667,5018.935,1239.613,4089.875,638.168,806.169,2713.535,1728.292
2003-01-01,35253.159,17004.085,19175.939,22030.931,4503.491,12556.006,5510.364,8622.793,4150.297,6104.115,4528.732,10041.152,4521.042,1363.38,503.453,11434.788,8601.402,5479.203,8422.501,5847.812,763.729,648.414,3547.376,6196.638,5496.269,2724.816,568.502,6422.565,5709.403,2248.85,7366.977,2360.137,1306.513,12374.658,1812.295,1279.84,2941.999,3484.336,1071.342,2868.312,617.858,3504.892,1877.574,919.63,5053.572,1251.154,4117.17,638.817,818.003,2723.004,1738.643
2004-01-01,35574.576,17415.318,19171.567,22394.023,4530.729,12589.773,5652.404,8769.252,4210.921,6178.645,4575.013,10055.315,4552.238,1391.802,509.106,11452.251,8634.561,5514.026,8553.152,5910.809,770.396,659.286,3569.463,6233.007,5546.935,2749.686,567.754,6412.281,5747.741,2346.222,7475.575,2401.58,1313.688,12410.722,1816.438,1290.121,2953.635,3496.094,1074.579,2889.01,619.92,3525.233,1903.808,930.009,5087.713,1273.569,4146.101,644.705,830.803,2734.373,1749.37
2005-01-01,35827.943,17842.038,19132.61,22778.123,4569.805,12609.903,5839.077,8925.922,4270.15,6257.305,4631.888,10051.137,4576.628,1428.241,514.157,11463.32,8651.974,5546.166,8705.407,5991.057,775.493,666.946,3613.202,6278.616,5592.379,2781.097,567.136,6403.29,5790.3,2432.143,7577.105,2457.719,1318.787,12449.99,1820.492,1298.492,2964.454,3506.956,1067.916,2905.943,621.215,3548.597,1932.274,940.102,5119.598,1292.729,4182.742,646.089,845.15,2745.299,1761.497
2006-01-01,36021.202,18166.99,19104.631,23359.58,4628.981,12643.955,6029.141,9155.813,4357.847,6370.753,4720.423,10036.081,4302.665,1468.669,522.667,11481.213,8661.679,5577.655,8917.27,6088.766,783.033,675.302,3670.883,6332.669,5627.367,2821.761,570.681,6410.084,5842.704,2522.658,7673.725,2525.507,1323.619,12510.809,1827.912,1308.389,2982.644,3517.46,1063.096,2904.978,622.892,3594.09,1962.137,952.692,5163.555,1309.731,4219.239,649.422,859.268,2762.931,1772.693
2007-01-01,36250.311,18367.842,19132.335,23831.983,4672.84,12695.866,6167.681,9349.988,4444.11,6461.587,4803.868,10001.284,4375.581,1505.105,534.876,11500.468,8677.885,5610.775,9118.037,6175.727,791.623,680.3,3722.417,6379.599,5653.408,2848.65,574.404,6431.559,5887.612,2601.072,7751.0,2597.746,1327.04,12563.937,1834.052,1312.54,2999.212,3527.27,1057.315,2928.35,623.481,3634.349,1990.07,964.706,5207.203,1315.675,4256.672,652.822,871.749,2783.785,1783.44
2008-01-01,36604.337,18527.305,19212.436,24309.039,4718.206,12747.038,6280.362,9504.843,4528.996,6562.231,4889.73,9946.889,4435.586,1534.32,546.043,11515.391,8711.09,5640.996,9309.449,6247.411,799.124,687.455,3768.748,6424.806,5684.965,2874.554,580.236,6468.967,5923.916,2653.63,7833.496,2663.029,1330.509,12612.285,1840.31,1315.906,3016.734,3545.579,1055.003,2947.806,624.151,3668.976,2010.662,976.415,5247.018,1332.213,4289.878,657.569,883.874,2808.076,1796.378
2009-01-01,36961.229,18652.644,19307.066,24801.761,4757.938,12796.778,6343.154,9620.846,4589.872,6667.426,4972.195,9901.591,4491.648,1554.439,559.851,11528.896,8755.602,5669.264,9449.566,6306.019,807.067,698.895,3808.6,6459.325,5730.388,2896.843,592.228,6517.613,5961.088,2684.665,7925.937,2723.421,1329.59,12666.858,1847.775,1316.102,3032.87,3561.807,1053.646,2958.774,624.817,3717.572,2036.802,983.982,5281.203,1346.717,4317.074,664.968,891.73,2832.704,1812.683
