author,published_at,like_count,text,video_id,public
@Winnie-Kay,2023-01-05T22:57:19Z,1,Stay away from an HOA as if it were the Plague. Which it is.,b1FEzd9TUDE,True
@AFrugalMindsetWithBrandonLee,2023-01-05T22:55:28Z,5,"At least they got savings. They could possibly relocate. My house cost 96K and I make 100K+ a year. Overkill man 😅😅😅😂😂😂 I be saving like crazy.

Mind you house worth 174K now. I’m beyond shocked 😂😂😂",b1FEzd9TUDE,True
@redfox_84,2023-01-05T22:52:48Z,9,If she wants to stay at home all the time her husband better double his income.,b1FEzd9TUDE,True
@jamiecone9151,2023-01-05T22:52:34Z,7,Just wait on moving.  Her husband could be making 6-8000 a month in less than 1.5yrs as a PM,b1FEzd9TUDE,True
@theforeignerinamerica1817,2023-01-05T22:42:54Z,7,"You have to move to another job. Making $40k should be a norm when graduating from college. $2k per month is $26k, and not enough to live.",b1FEzd9TUDE,True
@mikeshaw4610,2023-01-05T22:40:10Z,10,If going with the condo they need to make sure what the fees are.,b1FEzd9TUDE,True
@eurekahope5310,2023-01-05T22:38:40Z,80,"We have friends who bought a townhome in their very early twenties. While they may not gain equity as fast as a single family, there are fewer large expenses. They stayed for less than a decade and moved up to a nice single family home. It is a great way to get started and avoid rent inflation. Wishing them the best!",b1FEzd9TUDE,True
@Shay-yg7nm,2023-01-05T22:38:26Z,19,"In what world does this woman think she can afford a house!!???
Also being a stay at home mom is a luxury. You can't afford to stay home. Back to work lady.",b1FEzd9TUDE,True
@ET-hc4wl,2023-01-05T22:36:03Z,6,Why have a baby????????,b1FEzd9TUDE,True
@Nintendogamer757,2023-01-05T22:35:40Z,13,"Their income is definitely the problem, that rent is actually really cheap",b1FEzd9TUDE,True
@veryexcellentniceguy9641,2023-01-05T22:34:48Z,8,"Can't wait to real all the comments like ""I dropped out of school and make $700 an hour welding and own a horse ranch""",b1FEzd9TUDE,True
@genxx2724,2023-01-05T22:31:38Z,5,"Families need houses, not condos and townhouses. What a nuisance to the neighbors. Noise, playing on walkways and in the garage, etc. Not appropriate. Condos are meant for adults.",b1FEzd9TUDE,True
@ykciR,2023-01-05T22:29:07Z,16,Typical women. Wanting the new house and also not wanting to go to work. Lol.,b1FEzd9TUDE,True
@alancold1427,2023-01-05T22:26:56Z,7,"Who really cares , we all ganna die",b1FEzd9TUDE,True
@anthonykence9954,2023-01-05T22:25:51Z,1,"They are not  ready to buy a home
They have a hillbillies income",b1FEzd9TUDE,True
@cjk4540,2023-01-05T22:20:58Z,8,She needs to get a job,b1FEzd9TUDE,True
@AutomotiveAnatomy,2023-01-05T22:19:33Z,9,Buy based on your income not interest rates,b1FEzd9TUDE,True
@ashleyb1091,2023-01-05T22:18:47Z,12,She needs to work.,b1FEzd9TUDE,True
@marinerhigh2003,2023-01-05T22:17:24Z,0,Buy a home at least earn equity,b1FEzd9TUDE,True
@vinnieboombotz2001,2023-01-05T22:16:36Z,18,Why doesn’t anyone ever say maybe it wasn’t time to pop out a baby!,b1FEzd9TUDE,True
@bobbuilder7714,2023-01-05T22:12:33Z,6,Project Managers make way more than that a year. I think he's being scammed. I am a PM and had multiple offers above $80k,b1FEzd9TUDE,True
@isaiahkinglj1148,2023-01-05T22:11:19Z,12,2600 a month. As a household is crazy work,b1FEzd9TUDE,True
@todd2456,2023-01-05T22:11:15Z,14,$2200 per month is below the poverty level.  That's insane.,b1FEzd9TUDE,True
@MrOfficer235,2023-01-05T22:09:20Z,29,Sell the stay at home wife,b1FEzd9TUDE,True
@garrett21,2023-01-05T22:08:06Z,28,Get a job! She has a degree and could work from home really easily. Ridiculous to waste all that money only to struggle,b1FEzd9TUDE,True
@alrbredwall,2023-01-05T22:08:01Z,163,If you can't swing rent at 825 you clcertainly can't afford homeownership. She also said  she wants to be a stay at home mom. This is delusional. 20 year Olds can't afford to be houses anymore.,b1FEzd9TUDE,True
@MrTmenzo,2023-01-05T22:07:06Z,21,Husband needs a better paying job,b1FEzd9TUDE,True
@mbank3832,2023-01-05T22:01:23Z,8,First,b1FEzd9TUDE,True
@martingainty9623,2024-03-07T11:41:34Z,0,"Cleveland is still appreciating in 2024
Whatever Cleveland rehab you undertake you are pretty much 99% guaranteed to make at least 50k on your property upgrade
An example is Geraldo Rivera who bought in Cleveland 
Are you listening Drew Carey?",LzK2rviPo4c,True
@talktothehand2012,2024-03-05T18:18:37Z,0,"Neither, squatter's rights.",LzK2rviPo4c,True
@joshuaprice5010,2024-02-24T09:11:21Z,0,"I'm actually curious to know how a family that struggled to save $5000 in 2020 was able to afford a $285,000 home with a 6.4% interest rate in 2023. They would have needed to produce over 50k to get a monthly payment below $1800. Grants maybe? Otherwise, the math doesn't seem to add up.",LzK2rviPo4c,True
@olddouchebag,2024-02-17T03:45:16Z,0,If you never buy you will still be paying rent at 80 years old.,LzK2rviPo4c,True
@onebridge7231,2024-02-14T22:39:35Z,0,"The market is broken when rates more than double, but housing prices barely moved. Hard pass. I’ll keep renting and can move to a cheaper place if need be. These homebuyers who overpaid and barely can afford the home are screwed if the property tax, utilities,   and home insurance increase.",LzK2rviPo4c,True
@slackjaw2643,2024-02-13T19:07:34Z,1,Those people flipping houses are part of the problem,LzK2rviPo4c,True
@Greggsberdard,2024-02-09T23:33:29Z,566,"I don't see housing prices falling much until the supply is increased. In the USA we are short millions of housing units, and we aren't building nearly fast enough. People always need a place to live and we are constantly making new people.  Any slight dip in prices unlocks a bunch of buyers who will gobble up that supply instantly.  I want to buy inexpensive houses in 2024 and maybe invest in stocks. When's the best time to buy stocks? Some people say they make money, but others say it's risky. Any advice?",LzK2rviPo4c,True
@rdw1968,2024-02-09T22:11:10Z,0,Funny video.,LzK2rviPo4c,True
@SteveSmiths-bq1ri,2024-01-04T09:02:13Z,0,nice,LzK2rviPo4c,True
@frankcheung99,2023-12-20T06:44:49Z,0,"If you buy a house in today's market, you will pay a high price and high interest. @ thing you can do after you own the house, refinance if the interest dropped more than 1%, get a 40-year mortgage if monthly is too high to afford...",LzK2rviPo4c,True
@davidbrooks8809,2023-12-11T08:35:14Z,1,I'm sorry but your math was off it's much more expensive owning a house versus renting... and by the way the bank actually owns the house until you pay it off,LzK2rviPo4c,True
@sixbat282,2023-11-30T04:19:59Z,1,Someone is always your landlord. They will win. Why not become one yourself? This video seems misleading.,LzK2rviPo4c,True
@mrobinson,2023-11-06T09:01:47Z,0,"I could watch this EVERY day!! Excellent, perfect reporting!",LzK2rviPo4c,True
@chandriamoore846,2023-11-04T05:18:10Z,1,What about maintenance and upkeep?,LzK2rviPo4c,True
@AprilWilliams01031993,2023-11-02T05:52:21Z,1,I am so blessed!!! Thank you God!! I am so blessed.,LzK2rviPo4c,True
@saxaphone9496,2023-10-31T15:50:08Z,0,I use the rule of thumb of making sure PITI not be more then 25% of your gross income.  That way your not house poor.,LzK2rviPo4c,True
@yushi911,2023-10-28T15:08:15Z,0,"Depends. Not the same for everyone. This week a mid-age couple was complaining on radio that they can’t afford their house because they took a non fixed rate mortgage 2 years ago. They were so angry coz they thought if the bank say they can afford this mortgage, after all they are professionals, they believe it was true and they bought something that took now 65% of their income.  I thought how naive this middle age couple was but at then end I just think they already set their mind on the house (it was their life dream) and just need a little push. The bank doesn’t work for you. They make money on you!",LzK2rviPo4c,True
@AntoninusPius17,2023-10-27T22:13:52Z,1,"So we send Israel money, which they then bring back to America and buy their assets 🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂",LzK2rviPo4c,True
@tanyaj.8482,2023-10-27T10:10:11Z,1,"So, if Leeland's mom wasn't contributing $1000 in rent, their monthly loan payment would be more than the cost of renewing their lease. I find it difficult to believe that mom is paying $1000 a month, thats more than most people would charge their mom, if they charge at all. 
In sum, based on my interpretation of this video, it's cheaper to rent, although they tried to make it sound like the opposite.  He's just paying for private space.",LzK2rviPo4c,True
@slippinslidewayz,2023-10-18T10:31:37Z,1,"Don't move to Cleveland, its cold here and you wouldnt like it 😂. We sit almost exactly on the MCOL line. My wife and i live in a really nice area, 20mins from the center of downtown, and we purchased for $150k in 2020 at 3% over 15 years. The home is worth $220k now, but thats still way better than most bigger cities.",LzK2rviPo4c,True
@davyannajones,2023-10-11T17:10:30Z,1,Buying or not buying is absolutely an easy decision. Long term renting is stupid. There is no other way to put it. If you can’t afford to buy in your market then move to a market you can afford.,LzK2rviPo4c,True
@life.goes.,2023-10-07T02:45:56Z,3,Living with parents beat both buying and renting 😂,LzK2rviPo4c,True
@yannip2083,2023-10-01T13:20:19Z,4,"This is not just happening in the U.S. but it is also happening globally.  I know many Americans have moved across the border to Mexico, South America and some even moved to Thailand, Vietnam, Cambodia, etc. for much lower cost of living, including cheaper rent.",LzK2rviPo4c,True
@bro7269,2023-10-01T00:41:21Z,0,I’m saving and sitting on the sidelines. I’m living with a roommate and saving a ton so either way if the housing doesn’t improve soon I’ll have a bunch of cash to move to a more affordable market.,LzK2rviPo4c,True
@AmandaTemple-hr5hs,2023-09-28T16:12:31Z,0,Everyone being forced to rent really scares me for our retirement age,LzK2rviPo4c,True
@zacharybutler3751,2023-09-28T07:39:22Z,1,This is coming from somebody that lives in Ohio. Nobody is moving to Cleveland. They haven’t had a population gain in 60 years. The crime is horrific there,LzK2rviPo4c,True
@verdemonteiro9330,2023-09-28T04:35:28Z,1,The AMERICAN DREAM is becoming more and more intangible. Most of American families cannot afford to purchase a house anymore. Property insurance is sky high etc! It is just sad! 😞,LzK2rviPo4c,True
@patriciajordanwoods2003,2023-09-28T04:31:14Z,0,Buying is the best bet today as far as rwturn on invvestment!the bubble will burst next year! Its every ten years tbis happens its a trend!,LzK2rviPo4c,True
@ImEveryWomen,2023-09-27T16:12:53Z,0,❤🙏🏾,LzK2rviPo4c,True
@wan3416,2023-09-26T08:36:49Z,0,"What a blessing. If you have $5k to your name and tried to buy that house, you would’ve been stuck with no equity in the home, reduced to one income, and supporting a family of 3. What a horror story.

Pay off your debt. Save. Stop buying takeout. Get an emergency fund of 3-6 months of your expenses. Then buy a house.

Broke people have no business buying homes. They narrowly avoided a catastrophe and are over here singing a sad song.",LzK2rviPo4c,True
@dylanmoris6211,2023-09-24T16:39:34Z,611,"Asking a real estate agent whether you should buy a home right now is like to asking an alcoholic whether they think you should have a drink lol. Homes in my neighbourhood that cost around $450k in sales in 2019 are now going for $800 to $950k. Every seller in my neighbourhood is currently making a $350k profit. Simply unreal. In all honesty, deflation is what we require. The only other option is for many people to go bankrupt, which would also be bad for the economy. That is the only way to return to normal.",LzK2rviPo4c,True
@peterbedford2610,2023-09-23T16:08:13Z,0,"A lot of peopke can argue about ""opportunity costs"" , but one thing for sure is that paying rent is money you will never get back nor creates any equity.",LzK2rviPo4c,True
@marcopolo3109,2023-09-23T13:25:35Z,0,"I am on my 30s, single with no kids. I own a home with 4 bedrooms and 2 bathrooms that is already paid off, so no worries for me about the monthly mortgage. Also I do have a nice savings amount at the bank. So far I live fine and peaceful.☺️🏠",LzK2rviPo4c,True
@user-xi8ex5cl6c,2023-09-23T04:29:51Z,1,All Stores Please Lower the price of all Military and Local for all Brands of Rental Properties Products and Accessories and Production Cost Now That's too much $$ The Whole World Now 🙏🙏🙏,LzK2rviPo4c,True
@NormanGhali,2023-09-22T10:32:48Z,80,"We might be more concerned about paying off our mortgage if it were larger (or if our jobs weren't as secure), but right now, investing offers a better return. Bloomberg and other finance media have been documenting stories of people making over $250k in a couple months.",LzK2rviPo4c,True
@brandonmartindale58,2023-09-21T18:38:35Z,0,This is an inspiring video and is amazing to hear these stories. Cheers.,LzK2rviPo4c,True
@24Months,2023-09-21T14:04:31Z,0,That is not Pittsburgh 🤣,LzK2rviPo4c,True
@MJforever127i,2023-09-20T06:54:27Z,0,Do we really own our homes though ?🤔. If you miss a payment the bank can snatch that house back real quick and leave your stuff on the porch 😂😂.,LzK2rviPo4c,True
@AJ-lf6ho,2023-09-19T15:32:23Z,1,We dont need out of towners coming to Cleveland taking advantage of its cost of living making it more expensive for locals. Its one of the poorest cities in the Country and I know I grew up there.,LzK2rviPo4c,True
@loujon191,2023-09-19T01:25:19Z,0,I have a genuine question. Why do people continue to have kids they can’t afford,LzK2rviPo4c,True
@larranag,2023-09-18T16:09:21Z,1,Home ownership is so important.,LzK2rviPo4c,True
@amilsarfraz5756,2023-09-18T09:57:28Z,0,Cleveland sounds a lot like Buffalo.,LzK2rviPo4c,True
@harshdhillon9255,2023-09-17T19:55:02Z,0,These house prices are a joke if you are from Toronto.,LzK2rviPo4c,True
@sambistabeauty,2023-09-17T02:01:19Z,0,"The ""statistics"" are hilarious and are a joke to us on the west coast, average low-income house $800k.we have air b and b and cash offers from flippers to thank for screwing society",LzK2rviPo4c,True
@metalgearfan9802,2023-09-16T21:13:59Z,0,"Buy is the only option. I'd be scared as hell renting property because your landlord can just up and decide to double, triple, quadruple rent at any point. It's dumb, give me a 30 year mortgage all day. Though in the meantime, if you don't already have property or are renting a property, your best bet is to wait. Don't open up a mortgage now with these meme tier mortgage death rates.",LzK2rviPo4c,True
@berrex5152,2023-09-16T13:20:56Z,0,renting makes more sense.. wait a couple years. wait for market to cool down,LzK2rviPo4c,True
@Mrmaniqs,2023-09-15T20:22:02Z,0,The part you have left out is the fact that housing prices are set by speculation based on how much you can borrow. With high interest rates that amount reduces meaning the cost of homes will reduce. So the interest on reduced amount will allow people to get back into the market. Hang tight and monitor the market,LzK2rviPo4c,True
@duviaguilar6473,2023-09-15T16:46:19Z,0,"This is my story. In 2005, I bought a house for $130,000. My mortgage payment is $640 per month taxes and insurance inclusive in Washington state now my house is worth over $350,000 my square footage in my house is 3000 ft.² house. My lot is 8,700 Square foot",LzK2rviPo4c,True
@20left,2023-09-15T14:33:58Z,0,"Think forward to when your 75, do you want to be paying rent then? Who know what will rent will cost then! But if you are able to, keep saving and don’t acquire debt. The end goal should be a paid off home in old age. It’s hard, but this won’t last housing situation worn forever.",LzK2rviPo4c,True
@SeriousSchitt,2023-09-14T23:48:57Z,0,"Whatever you do, if you can afford it, buy it. Pay more off the mortgage where you can.",LzK2rviPo4c,True
@macd7743,2023-09-14T07:07:10Z,0,"Show me the short term rental contracts that are a fair price and allow one to ""pick up and move at any time."" The longer-term contracts (9 to 14 months) are almost always a MUCH better rate, and therefore the only ones most people are able to ""afford."" In the area I live, the difference between a short-term and long-term contract contacts can easily be double the cost for the short-term contracts. Month-to-month contracts are literally laughably insane. The only ""upside"" is that there is so little housing available that re-renting the apartment in a short amount of time is somewhat feasibly, thus *possibly* removing ones responsibility for the remainder of the contract in certain scenarios. It seems there are an awful lot of qualifiers regarding this issue.",LzK2rviPo4c,True
@NightRidah777,2023-09-13T15:03:29Z,0,As long as realtors end up homeless in a tent I'm ok with it,LzK2rviPo4c,True
@elgatomoscato230,2023-09-13T13:50:50Z,0,"Its a market for homeowners, people who have equity from massive pandemic appreciation can absorb these unsane 7% rates. New home buyers are the ones getting royally shafted",LzK2rviPo4c,True
@apelsinuke,2023-09-12T04:35:44Z,0,"rent vs buy? of course buy. *owning your own home* is a feeling like no other. it adds to feeling safe, which really adds to mental/psychological wellbeing.",LzK2rviPo4c,True
@ErinOliviaCollins,2023-09-11T18:32:10Z,1,"If you have a stable job and stable income, as long as you can pay the down payment and repay the loan on time every month, this is good, because in my mind, we need to pay rent every month when renting a house, and there are many things that are not The determining factor is that you cannot rent a house for your whole life. The rent accumulated over the years is enough to pay the loan.",LzK2rviPo4c,True
@Phoenix-J81,2023-09-10T22:24:28Z,0,"I was 25 when I bought my first home; taking advantage of the 08 crisis and low rates. 
Sold that home in 2016 and immediately bought our next home. We paid 170k with a locked rate of 3% for a 2300sqft property. 
I doubt we will ever sell or move again; unless markets dump like they did in 08. Investors own a lot of these properties now, and most of the loans are not predatory like they were then. We may never have a huge drop like we did in 08.",LzK2rviPo4c,True
@pvdp2,2023-09-06T05:09:32Z,1,Buying a house in m u r i c a is a scam.,LzK2rviPo4c,True
@susanclaire901,2023-08-30T23:23:48Z,0,"Without the mother's money, they'd be paying more than rent. And who needs to pay for storage? That just means you have too much crap.",LzK2rviPo4c,True
@habitsofsuccess4322,2023-08-30T19:51:28Z,1,"Awesome, now all I need to do is charge every family member to live with me to make buying a house cheaper than renting haha. I'll continue renting and buy houses specifically to rent out to others.",LzK2rviPo4c,True
@special1740,2023-08-29T20:43:28Z,1,"Consider this: did you insure your house for full value of the property? B/c in case of natural disaster, if you insured your home for $40K, that is all you are getting after a flood or forest fire…",LzK2rviPo4c,True
@ProfessorX484,2023-08-29T14:34:20Z,4,Owning a home is just an illusion for these mortgagors. It's technically a rent to own contract for 15 to 30 years. I personally could not call something mine unless i absolutely have FULL ownership over it. The banks/lenders OWN the property until its paid off. Only very few people get to peacefully accept the fact of OWING.,LzK2rviPo4c,True
@seanliu7061,2023-08-29T14:23:45Z,1,Don’t forget about there is home owner insurance and property taxes,LzK2rviPo4c,True
@Alexussellshomes,2023-08-28T14:13:42Z,1,First thing first buying will always make more sense than renting,LzK2rviPo4c,True
@thefinancialneurologist,2023-08-27T19:12:37Z,0,Their entire mortgage is just the down payment for a house here in SoCal,LzK2rviPo4c,True
@Mam-ur1,2023-08-24T17:31:51Z,1,"Never rent, always buy.",LzK2rviPo4c,True
@Raegoul,2023-08-23T01:22:35Z,2,"Just because your mortgage payment is the same as your rent (or even a little lower than) that doesn't mean you should buy.  If you don't have a 6 month emergency fund, and you live paycheque to paycheque, you have no business buying a home.  And don't get me started on those 5% downpayments.",LzK2rviPo4c,True
@XailensWorld,2023-08-22T22:06:17Z,1,So foreignors are coming over and profiting off of making the housing crisis worse for 1st time homebuyers. Should be illegal.,LzK2rviPo4c,True
@filipemachado5251,2023-08-22T19:06:03Z,0,"Here in Brazil, we have the government trying to slow down the speculation in real estate by setting income thresholds for buying affordable homes, I just put a down on a condo off-plan, and at my income, I couldn't get the cheaper units available in the community, they were exclusive for lower-income families, and I was benefited also because I was guaranteed my unit, yes it was more expensive (around 12%) and my mortgage interest is also higher (7,75% while lower-income families would pay as low as 5%).  But they are according to my income, and I will be able to have a place to live no matter the crises we'll encounter in the future. People who insist on not owning a home and investing instead might be mathematically correct, but in life, we might not be able to keep the plan, but once your home is paid off life is much easier and if things are bad you at least don't need to move in with anybody just because you have nowhere to go.",LzK2rviPo4c,True
@Ken-zl4ic,2023-08-20T18:04:47Z,0,"It's kind of sad right now. Rent costs have increased to almost mortgage payments. Depending on location, size, and the cost, a house can be great or sad, never forget how taxes can cause your payment to increase or decrease. Then many people fear the ideal of being rejected for a loan approval because so much information is unknown on home buying. Do you wait and save like crazy or pull from your 401k to pay for closing?",LzK2rviPo4c,True
@greensandbeansgaming1358,2023-08-17T20:58:23Z,2,"Either way you're renting. They switched the name Rent with Property Tax, so the people would maintain it. One of the big lies.",LzK2rviPo4c,True
@ThoreauMyLifeAway,2023-08-14T21:06:10Z,1,I never want to stay anywhere for 10 years.,LzK2rviPo4c,True
@pwu8194,2023-08-14T18:22:24Z,0,"If I was to rent, it would cost me $30,000 a year plus pet deposit.
When I buy, in cash, it would cost me lost of interest income of $16250 + $6500 in property tax, plus $1250 in property insurance.
I save about $6000 a year by owning. I also don't need to deal with rent increases every year, but I do have to deal with property tax increases.",LzK2rviPo4c,True
@cnwil4594,2023-08-14T01:33:53Z,2,I personally believe real estate is a scam....,LzK2rviPo4c,True
@kenj0418,2023-08-13T19:33:58Z,0,"Can you please eliminate or tone down the background music on these.  I love the information, but the music often gets too loud and gets distracting from what people are actually saying.",LzK2rviPo4c,True
@Cornelius___,2023-08-09T20:38:03Z,0,"Damn, Pittsburgh sure looks a lot like Philly 1:30",LzK2rviPo4c,True
@pantherman8719,2023-08-09T12:09:26Z,1,"Buy. Always buy. Renting isn't forever unless you want it to be. However, the market is stupid right now. Only thing i can think of is moving out of state.",LzK2rviPo4c,True
@jackpepkowski4083,2023-08-09T00:44:01Z,0,Before even watching a single second of this video. The answer to the question is: RENT. Bye.,LzK2rviPo4c,True
@1EvilEastSide26,2023-08-08T13:02:14Z,0,Meanwhile 285k gets you a crackhouse in jersey,LzK2rviPo4c,True
@baileyroyer,2023-08-07T09:45:00Z,0,285K! That’s cheap for that,LzK2rviPo4c,True
@koolkevinc,2023-08-06T17:03:05Z,0,WTF is this video. This is supposed to be about renting vs buying. Not some emotional story about a random couple,LzK2rviPo4c,True
@DJ-vj4vi,2023-08-06T15:25:32Z,2,Buying a house is a scam.,LzK2rviPo4c,True
@ambition112,2023-08-06T12:44:14Z,0,"0:02: 🏠 The speaker, a single mom, always wanted to buy a house for her daughter but struggled with money management.
3:50: 🏠 The United States housing market has experienced a slowdown, with declining sales and fluctuating prices, making renting more cost-effective than buying in many areas.
6:48: 🏠 The decision between renting and buying a home involves weighing pros and cons, considering financial factors, and personal preferences.
8:46: 💰 Moving to a new home can save money in the long run, depending on the housing market and individual circumstances.
11:32: 🏠 Real estate investors find opportunity in flipping homes in Cleveland, attracting people from around the world.
14:43: 🏡 The housing market in Cleveland is experiencing challenges due to high mortgage rates and low inventory, but outside investments and job growth are contributing to the city's development.
17:37: 🏡 A family's achievement of purchasing a home is seen as a life-changing event and a significant part of the American Dream.
Recap by Tammy AI",LzK2rviPo4c,True
@Mortalsrk,2023-08-04T06:17:13Z,0,Sad child.,LzK2rviPo4c,True
@spencercarr8257,2023-08-03T23:08:56Z,0,Greedy realtors and bankers.,LzK2rviPo4c,True
@user-ob4em4ge6c,2023-07-30T17:27:37Z,0,"I'm thoroughly enjoying the panic I'm seeing lately in real estate. 2024, and 2025 will be very interesting considering all the negative news and attention home values have been receiving. YoY price declines will continue for over a decade. God bless, America.",LzK2rviPo4c,True
@alaskafirebrace3400,2023-07-28T13:22:15Z,1,I watched the entire video and I still can't get what they are trying to tell us. So is it better to rent or buy? What makes more sense in the current real estate market? I feel like this video was a waste of time,LzK2rviPo4c,True
@jsebby2284,2023-07-27T18:40:23Z,1,Rent - obviously,LzK2rviPo4c,True
@BoondockBertoOverland,2023-07-27T18:32:30Z,0,"The rental & real-estate home-ownership markets aren't going to get better for the majority of us (80-85%)----the low-socioeconomic & middle-classes unless change occurs.  It is profitable for the 10% who control it---for them, it has never been better.  They control a majority of the housing market, set the prices & increase prices arbitrarily.  

We The People as the majority need to put pressure on the 1-10% for affordable housing which there isn't at all.  We can also do this by building our own alternative housing while decreasing the need for providing shelter for ourselves in the singular path they retain control over (the formal real-estate process, permitting, zoning, expensive mortgages).  If more of us do this, they won't be able to continue to ignore us & their control over the housing market will decrease.  

We need to have them decrease zoning & regulations & should be allowed to build alternative housing & use natural building techniques ourselves without having to hire expensive contractors & pay for expensive & restrictive zoning & permits that are exclusionary by nature & profitable only for them.  After all----the land really isn't their's or ours anyway----the entire USA is native-American land that was stolen.",LzK2rviPo4c,True
@a.ltaylor3799,2023-07-26T14:24:24Z,2,Buying is always the best choice. Buy within your means or below your means. You will eventually get that money back. Rent is paying someone else’s mortgage adding to their wealth not yours!,LzK2rviPo4c,True
@mikef2811,2023-07-26T05:41:25Z,0,"Buying is Rent Control for me.  In 2010, my rent was $975.  Today rent is roughly $1800-$2000 a month.  My mortgage, insurance, and property tax are $1250 a month.  Yeah, its rent control.",LzK2rviPo4c,True
@user-zp7jp1vk2i,2023-07-24T10:20:50Z,1,"AND the level of crime outside your front door??? even in Canada, we have some high priced areas where sellers can't sell because of the homeless/druggie/sidewalk situtation. Buyers have choices are are going elsewhere, meanwhile, even with equity, owners still have to make mortgage payments.",LzK2rviPo4c,True
@jeanjospitre737,2023-07-23T17:57:20Z,1,Own own own if possible,LzK2rviPo4c,True
@user-ny5xe2hx7t,2023-07-19T14:43:06Z,581,"Retirement for some people becomes their bondage in poverty because they failed to invest with the little they have on their active years of working, this is an error we need to start working on now, I’ll advise that while you still can work and earn also take some money aside and invest in your future after retirement so this classification won’t have to be yours",LzK2rviPo4c,True
@ex0stasis72,2023-07-19T02:40:40Z,2,"Unless you want to be stuck to the same house for the rest of your life, it makes more sense to save your money by renting and investing all the money that would have gone to the mortgage and maintenance. The fees for selling a house if you change your mind are massive. So unless you are doing so well that you can pay for that house in full by 5 or 10 years, which would imply that you could just buy a mortgage on a second house if you change your mind and rent your old house, unless all that, you're better off just renting and investing on the side.

I live in Seattle, by the way.",LzK2rviPo4c,True
@botowner8623,2023-07-18T10:01:10Z,2,"Rent is ALWAYS worse

OWN YOUR OWN HOME",LzK2rviPo4c,True
@byebyeneanderthugkavekangs7751,2023-07-17T07:42:21Z,0,"Once you go black you're a single mum. black males have no standards, that white woman looks like 3 boston cream donuts mashed together.",LzK2rviPo4c,True
@Rochelletrem,2023-07-17T02:13:23Z,548,"In spite of how everyone is frightened and calling the crash, there is already an excessive amount of demand waiting to absorb it, which is another reason it's less likely to happen that way. This forecast was not made in 2008, at least not by the general public, as I will explain below. The ownership rate peaked in 2004, according to the other comment. We reached a peak in the second quarter of 2020 and are currently at the median level. From 2008 to 2012, it fell by 3%, and in the second quarter of 2020, it dropped from 68 to 65.",LzK2rviPo4c,True
@catharticmoments,2023-07-16T17:03:33Z,2,"Rental prices where I live cost more per month than my mortgage, insurance and property tax.",LzK2rviPo4c,True
@18564864,2023-07-15T15:11:14Z,0,Holymoly here in northern va you can bearly buy a 1 room condo with 300k.... wish I could buy a house for 300k.,LzK2rviPo4c,True
@RetroX21,2023-07-14T23:36:39Z,0,Get your money up,LzK2rviPo4c,True
@StatueCollecting,2023-07-14T15:29:22Z,2,"Don't buy into this BS, it's WAY better to buy than rent. You might be worried about high interest rates, go look back in the 70's and 80's when interest rates were REALLY HIGH and when they go back down you can refinance but don't believe ANYONE who says it's better to rent than buy. Home ownership IS the American dream, don't let anyone fool you into thinking otherwise.",LzK2rviPo4c,True
@arijitpanda7321,2023-07-13T19:14:29Z,0,You should always buy it based on the price of the house as well.,LzK2rviPo4c,True
@Julieglam3,2023-07-13T15:54:38Z,3,"You are basically screwed either way in most cases.  I have owned and I have rented.  There are so many pros and cons on both scenarios.  As long as I have a roof over my head I have never really cared.  And I don't consider renting as ""throwing money away"".  It's about survival in either case.  Buying guarantees you nothing.  You can buy and with one life changing disaster, you can lose it and everything unless you have a fat bank account.  It also depends on where you choose to live and HOW you choose to live.  As a semi-retired senior, I live comfortably in a rent controlled 55+ community.  I don't have a huge bank account but I'm doing just fine.  I wasn't devastated when we lost our house due to my husband's medical issues.  We simply moved on from there and have rented ever since.  We've had tough times and survived them.  I think you can do either one, buy or rent.  Its a personal preference, that's it.",LzK2rviPo4c,True
@radekskreczko,2023-07-12T04:30:37Z,0,"It's all a trend, man made price hike",LzK2rviPo4c,True
@dekirujp8922,2023-07-11T02:49:48Z,1,Keep renting lol  .. then after 2 or 3 years crying because the landlords kicked you out or skyrocketed your rents . Has been like this for the past 20 years . While the fools keep discussing this obvious questions o happily bought  it and paid off my property at age of 32 . If you can BUY NOW it will always get more expensive.,LzK2rviPo4c,True
@Lamart2600,2023-07-08T20:29:39Z,1,Do what you got to do until you can do what you want to do.,LzK2rviPo4c,True
@trekuhl3966,2023-07-08T15:01:42Z,0,"“Surging mortgage rates…”!?!  Rates remain at record lows, yes they’re not at 3% and anyone who thought they’d stay there is naïve!  It was not that long ago that rates were 15% and higher, my parents felt fortunate to get that.  For those who decide to rent, good luck.  As a owner of 28 properties, I’ve raised rents, doubling most and sending those who decide not to resign a lease, a notice to vacate.  I’m many cases I offer a lower than average rent and end up with a bidding war.  The highest bidder wins and I cash in.

Oh and one last point, I’m buying more properties and currently have zero vacancies.  When one does come up, I have it rented again in less than 30 days.  Thank You! for those who line my pockets with very green shiny dollar bills!

Oh and what economic downturn?  Unemployment remains at record lows, 3 1/2% +/- and inflation is coming down and for those who think prices and shrink-flation will to previous levels, well take a look at past history.  They will not.  We’ve already been through a very mild recession with 2 quarters of negative GDP.",LzK2rviPo4c,True
