ori,agency_name,state_name,data_year,offense,Population,cleared,actual,crime_rate
MI8121800,Ann Arbor,Michigan,2019,violent-crime,121890,175,316,259.25014357207317
MI8121800,Ann Arbor,Michigan,2020,violent-crime,121890,134,303,248.5847895643613
MI8121800,Ann Arbor,Michigan,2021,violent-crime,121890,162,350,287.1441463614735
MI8121800,Ann Arbor,Michigan,2022,violent-crime,121890,191,371,304.37279514316185
MN0270100,Bloomington,Minnesota,2018,violent-crime,85578,82,165,192.8065624342705
MN0270100,Bloomington,Minnesota,2019,violent-crime,85578,115,203,237.21049802519337
MN0270100,Bloomington,Minnesota,2020,violent-crime,85578,170,286,334.1980415527355
MN0270100,Bloomington,Minnesota,2021,violent-crime,85578,161,268,313.1645983780878
MN0270100,Bloomington,Minnesota,2022,violent-crime,85578,152,259,302.647876790764
MS0180100,Hattiesburg,Mississippi,2018,violent-crime,45951,29,103,224.15181388870755
MS0180100,Hattiesburg,Mississippi,2019,violent-crime,45951,20,112,243.7378947139344
MS0180100,Hattiesburg,Mississippi,2020,violent-crime,45951,70,184,400.42654131574943
MS0180100,Hattiesburg,Mississippi,2021,violent-crime,45951,66,194,422.1888533437792
MS0180100,Hattiesburg,Mississippi,2022,violent-crime,45951,50,161,350.3732236512807
MO0480600,Independence,Missouri,2018,violent-crime,116925,205,521,445.5847765661749
MO0480600,Independence,Missouri,2019,violent-crime,116925,209,708,605.5163566388711
MO0480600,Independence,Missouri,2020,violent-crime,116925,259,806,689.3307675860594
MO0480600,Independence,Missouri,2021,violent-crime,116925,214,727,621.76608937353
MO0480600,Independence,Missouri,2022,violent-crime,116925,164,640,547.3594184306179
NB0100100,Kearney,Nebraska,2018,violent-crime,33761,57,87,257.6937886910933
NB0100100,Kearney,Nebraska,2019,violent-crime,33761,48,63,186.60584698320545
NB0100100,Kearney,Nebraska,2020,violent-crime,33761,98,124,367.287698824087
NB0100100,Kearney,Nebraska,2021,violent-crime,33761,69,98,290.2757619738752
NB0100100,Kearney,Nebraska,2022,violent-crime,33761,78,117,346.553715825953
NH0092000,Rochester,New Hampshire,2018,violent-crime,31366,69,120,382.5798635465153
NH0092000,Rochester,New Hampshire,2019,violent-crime,31366,43,95,302.87572530765794
NH0092000,Rochester,New Hampshire,2020,violent-crime,31366,47,71,226.35975259835493
NH0092000,Rochester,New Hampshire,2021,violent-crime,31366,20,70,223.17158706880062
NH0092000,Rochester,New Hampshire,2022,violent-crime,31366,29,63,200.85442836192055
NM0030100,Roswell,New Mexico,2018,violent-crime,47635,146,396,831.3215072950561
NM0030100,Roswell,New Mexico,2019,violent-crime,47635,184,404,848.1158811798048
NM0030100,Roswell,New Mexico,2020,violent-crime,47635,155,367,770.4419019628424
NM0030100,Roswell,New Mexico,2021,violent-crime,47635,188,466,978.2722787866064
NM0030100,Roswell,New Mexico,2022,violent-crime,47635,159,420,881.704628949302
NY0330100,Syracuse,New York,2018,violent-crime,148620,498,1006,676.8940923159736
NY0330100,Syracuse,New York,2019,violent-crime,148620,614,1129,759.6554972412865
NY0330100,Syracuse,New York,2020,violent-crime,148620,606,1192,802.0454851298615
NY0330100,Syracuse,New York,2022,violent-crime,148620,643,1294,870.6768940923159
NC0340200,Winston-Salem,North Carolina,2018,violent-crime,248232,1098,2156,868.5423313674305
NC0340200,Winston-Salem,North Carolina,2019,violent-crime,248232,851,2687,1082.4551226272197
NC0340200,Winston-Salem,North Carolina,2020,violent-crime,248232,994,3118,1256.083019111154
NC0340200,Winston-Salem,North Carolina,2021,violent-crime,248232,936,2881,1160.607818492378
NC0340200,Winston-Salem,North Carolina,2022,violent-crime,248232,911,2954,1190.015791678752
ND0090300,West Fargo,North Dakota,2018,violent-crime,36566,43,69,188.69988513920035
ND0090300,West Fargo,North Dakota,2019,violent-crime,36566,33,56,153.14773286659738
ND0090300,West Fargo,North Dakota,2020,violent-crime,36566,27,60,164.08685664278292
ND0090300,West Fargo,North Dakota,2021,violent-crime,36566,34,66,180.49554230706119
ND0090300,West Fargo,North Dakota,2022,violent-crime,36566,34,73,199.63900891538586
OH0770100,Akron,Ohio,2018,violent-crime,198006,494,1727,872.1957920467057
OH0770100,Akron,Ohio,2019,violent-crime,198006,562,1842,930.2748401563589
OH0770100,Akron,Ohio,2020,violent-crime,198006,526,1820,919.1640657353818
OH0770100,Akron,Ohio,2021,violent-crime,198006,267,1658,837.3483631809137
OH0770100,Akron,Ohio,2022,violent-crime,198006,194,1548,781.794491076028
OK0550300,Edmond,Oklahoma,2018,violent-crime,93127,76,135,144.9633296466116
OK0550300,Edmond,Oklahoma,2019,violent-crime,93127,76,142,152.47994673939888
OK0550300,Edmond,Oklahoma,2020,violent-crime,93127,58,146,156.77515650670588
OK0550300,Edmond,Oklahoma,2021,violent-crime,93127,75,137,147.11093453026513
OK0550300,Edmond,Oklahoma,2022,violent-crime,93127,67,153,164.29177359949318
OR0340300,Hillsboro,Oregon,2018,violent-crime,108389,162,303,279.5486626871731
OR0340300,Hillsboro,Oregon,2019,violent-crime,108389,150,279,257.40619435551577
OR0340300,Hillsboro,Oregon,2020,violent-crime,108389,137,258,238.03153456531567
OR0340300,Hillsboro,Oregon,2021,violent-crime,108389,177,282,260.1740028969729
OR0340300,Hillsboro,Oregon,2022,violent-crime,108389,183,315,290.6198968530017
PA0061400,Reading,Pennsylvania,2018,violent-crime,88495,274,621,701.7345612746483
PA0061400,Reading,Pennsylvania,2019,violent-crime,88495,255,475,536.7534888976778
PA0061400,Reading,Pennsylvania,2020,violent-crime,88495,258,499,563.8736651788237
PA0061400,Reading,Pennsylvania,2022,violent-crime,88495,182,424,479.12311430024295
RI0040400,East Providence,Rhode Island,2018,violent-crime,47476,33,50,105.31637037661135
RI0040400,East Providence,Rhode Island,2019,violent-crime,47476,36,62,130.59229926699805
RI0040400,East Providence,Rhode Island,2020,violent-crime,47476,81,112,235.9086696436094
RI0040400,East Providence,Rhode Island,2021,violent-crime,47476,46,66,139.01760889712696
RI0040400,East Providence,Rhode Island,2022,violent-crime,47476,25,31,65.29614963349903
SC0460300,Rock Hill,South Carolina,2018,violent-crime,74372,176,371,498.8436508363362
SC0460300,Rock Hill,South Carolina,2019,violent-crime,74372,197,505,679.0189856397568
SC0460300,Rock Hill,South Carolina,2020,violent-crime,74372,233,533,716.6675630613671
SC0460300,Rock Hill,South Carolina,2021,violent-crime,74372,220,477,641.3704082181466
SC0460300,Rock Hill,South Carolina,2022,violent-crime,74372,169,355,477.3301780239875
SD0140100,Watertown,South Dakota,2018,violent-crime,22655,49,67,295.7404546457736
SD0140100,Watertown,South Dakota,2019,violent-crime,22655,41,67,295.7404546457736
SD0140100,Watertown,South Dakota,2020,violent-crime,22655,33,56,247.18605164422863
SD0140100,Watertown,South Dakota,2021,violent-crime,22655,33,50,220.70183182520412
SD0140100,Watertown,South Dakota,2022,violent-crime,22655,34,50,220.70183182520412
TN0630100,Clarksville,Tennessee,2018,violent-crime,163648,516,992,606.1791161517403
TN0630100,Clarksville,Tennessee,2019,violent-crime,163648,421,885,540.7948768087603
TN0630100,Clarksville,Tennessee,2020,violent-crime,163648,554,1011,617.7894016425498
TN0630100,Clarksville,Tennessee,2021,violent-crime,163648,490,966,590.2913570590536
TN0630100,Clarksville,Tennessee,2022,violent-crime,163648,349,871,532.2399296050058
TX2201200,Fort Worth,Texas,2018,violent-crime,902938,1511,4571,506.23630858375657
TX2201200,Fort Worth,Texas,2019,violent-crime,902938,1626,4159,460.6074835703005
TX2201200,Fort Worth,Texas,2020,violent-crime,902938,1890,5238,580.1062752924342
TX2201200,Fort Worth,Texas,2021,violent-crime,902938,2026,5350,592.5102277232767
TX2201200,Fort Worth,Texas,2022,violent-crime,902938,1845,4765,527.7217261871801
UT0250300,Orem,Utah,2018,violent-crime,97521,40,69,70.75399144799582
UT0250300,Orem,Utah,2019,violent-crime,97521,42,89,91.26239476625548
UT0250300,Orem,Utah,2020,violent-crime,97521,68,107,109.71995775268917
UT0250300,Orem,Utah,2021,violent-crime,97521,99,177,181.49936936659796
UT0250300,Orem,Utah,2022,violent-crime,97521,98,182,186.6264701961629
VT0020100,Bennington,Vermont,2018,violent-crime,15333,25,33,215.22207004500098
VT0020100,Bennington,Vermont,2019,violent-crime,15333,53,69,450.0097828213657
VT0020100,Bennington,Vermont,2020,violent-crime,15333,31,34,221.74395095545555
VT0020100,Bennington,Vermont,2021,violent-crime,15333,44,52,339.1378073436379
VT0020100,Bennington,Vermont,2022,violent-crime,15333,68,93,606.5349246722755
WA0170200,Bellevue,Washington,2018,violent-crime,147599,117,200,135.50227305063044
WA0170200,Bellevue,Washington,2019,violent-crime,147599,104,187,126.69462530233945
WA0170200,Bellevue,Washington,2020,violent-crime,147599,111,180,121.95204574556737
WA0170200,Bellevue,Washington,2021,violent-crime,147599,116,188,127.3721366675926
WA0170200,Bellevue,Washington,2022,violent-crime,147599,99,230,155.827614008225
WV0350100,Wheeling,West Virginia,2018,violent-crime,26771,82,235,877.8155466736393
WV0350100,Wheeling,West Virginia,2019,violent-crime,26771,107,281,1049.643270703373
WV0350100,Wheeling,West Virginia,2020,violent-crime,26771,107,330,1232.6771506480893
WV0350100,Wheeling,West Virginia,2021,violent-crime,26771,79,268,1001.0832617384483
WV0350100,Wheeling,West Virginia,2022,violent-crime,26771,100,323,1206.52945351313
WI0520200,Racine,Wisconsin,2018,violent-crime,77432,260,443,572.1148879016428
WI0520200,Racine,Wisconsin,2019,violent-crime,77432,198,339,437.80349209629094
WI0520200,Racine,Wisconsin,2020,violent-crime,77432,206,435,561.7832420704618
WI0520200,Racine,Wisconsin,2021,violent-crime,77432,197,373,481.7129868788098
WI0520200,Racine,Wisconsin,2022,violent-crime,77432,150,333,430.05475772290526
WY0190200,Rock Springs,Wyoming,2018,violent-crime,23082,14,43,186.2923490165497
WY0190200,Rock Springs,Wyoming,2019,violent-crime,23082,18,44,190.6247292262369
WY0190200,Rock Springs,Wyoming,2020,violent-crime,23082,19,58,251.27805216185774
WY0190200,Rock Springs,Wyoming,2021,violent-crime,23082,14,50,216.6190104843601
WY0190200,Rock Springs,Wyoming,2022,violent-crime,23082,17,39,168.96282817780087
